,user_id,income_bureau,occupation_bureau,age_bureau,no_of_accounts,no_of_writeoffs,most_severe_served_status_within_24_months,bureau_score,number_of_delinquent_accounts
1567,23664,,,24.0,10.0,1.0,WOF,517.0,1.0
1568,23673,,,,,,,,
1569,23680,,,,,,,,
1570,23683,,,26.0,36.0,0.0,360+,627.0,1.0
1571,23689,,,51.0,3.0,0.0,Non-Delnqt,762.0,0.0
1572,23693,,,24.0,12.0,2.0,WOF,658.0,5.0
1573,23694,,,,,,,,
1574,23697,30000.0,,23.0,6.0,0.0,Std,755.0,0.0
1575,23698,97049.0,SALARIED,42.0,22.0,0.0,30+,647.0,2.0
1576,23702,,,,,,,,
1577,23716,,,,,,,,
1578,23721,,SELF EMPLOYED,44.0,14.0,0.0,Std,701.0,1.0
1579,23726,,,22.0,1.0,0.0,Non-Delnqt,755.0,0.0
1580,23727,59500.0,,32.0,83.0,1.0,WOF,588.0,5.0
1581,23725,,,,,,,,
1582,23729,,,,,,,,
1583,23733,,,,,,,,
1584,23703,,,,,,,,
1585,23738,,,,,,,,
1586,23741,,,,,,,,
1587,23743,,,,,,,,
1588,23592,,,,,,,,
1589,23754,,,,,,,,
1590,23658,,,,,,,,
1591,23687,40000.0,,39.0,32.0,1.0,WOF,666.0,1.0
1592,23788,,,,,,,,
1593,23791,,,19.0,10.0,0.0,Non-Delnqt,725.0,0.0
1594,23792,,,,,,,,
1595,23797,2960.0,,33.0,8.0,1.0,WOF,656.0,2.0
1596,23810,,,,,,,,
1597,22376,,,,,,,,
1598,23814,690261.0,,42.0,8.0,1.0,WOF,671.0,1.0
1599,23821,,,25.0,2.0,0.0,Non-Delnqt,5.0,0.0
1600,23823,15000.0,,45.0,7.0,0.0,Non-Delnqt,748.0,0.0
1601,23831,22000.0,,28.0,6.0,0.0,Set,712.0,0.0
1602,23832,,,,,,,,
1603,23840,,,,,,,,
1604,23845,,,,,,,,
1605,23842,,,,,,,,
1606,23847,,,,,,,,
1607,23849,,,,,,,,
1608,23756,,,,,,,,
1609,23853,,,,,,,,
1610,23855,,,,,,,,
1611,21066,,,,,,,,
1612,22851,,,,,,,,
1613,23858,,,,,,,,
1614,23732,,,23.0,1.0,0.0,30+,681.0,1.0
1615,23859,528.0,,38.0,20.0,0.0,Non-Delnqt,715.0,0.0
1616,23862,,,,,,,,
1617,23868,,,,,,,,
1618,23872,,SALARIED,30.0,8.0,0.0,Std,726.0,0.0
1619,23874,,,,,,,,
1620,19687,28000.0,SALARIED,37.0,19.0,0.0,540+,641.0,1.0
1621,20374,,,,,,,,
1622,23906,,,,,,,,
1623,23914,,,,,,,,
1624,23916,,,,,,,,
1625,23921,,,,,,,,
1626,23922,,,,,,,,
1627,23924,,,,,,,,
1628,23925,,,,,,,,
1629,23926,,,,,,,,
1630,23933,,,,,,,,
1631,23936,,,22.0,1.0,0.0,Non-Delnqt,767.0,0.0
1632,23939,,,,,,,,
1633,23944,,,,,,,,
1634,23945,,,23.0,1.0,0.0,Non-Delnqt,767.0,0.0
1635,23953,,,24.0,8.0,0.0,Sub,554.0,3.0
1636,23958,,,,,,,,
1637,23959,,,,,,,,
1638,23963,,,,,,,,
1639,23970,,,,,,,,
1640,23976,,,,,,,,
1641,23978,,,,,,,,
1642,23980,,,,,,,,
1643,23988,,,,,,,,
1644,23996,60000.0,,36.0,115.0,3.0,WOF,661.0,6.0
1645,24010,,,,,,,,
1646,24015,33000.0,,27.0,7.0,0.0,30+,694.0,0.0
1647,23711,,,,,,,,
1648,23588,,,22.0,2.0,0.0,Non-Delnqt,755.0,0.0
1649,24033,,,18.0,1.0,0.0,Non-Delnqt,6.0,0.0
1650,24037,,,,,,,,
1651,24042,,,41.0,14.0,0.0,01+,626.0,1.0
1652,24044,,,,,,,,
1653,24051,,,,,,,,
1654,24052,,,,,,,,
1655,24059,,,,,,,,
1656,24109,,,,,,,,
1657,24110,,,,,,,,
1658,24111,,,,,,,,
1659,24112,,,23.0,1.0,0.0,Non-Delnqt,735.0,0.0
1660,24134,20000.0,SELF EMPLOYED,25.0,35.0,0.0,WOF,635.0,0.0
1661,24151,20000.0,,29.0,110.0,4.0,WOF,545.0,4.0
1662,22357,70000.0,,32.0,54.0,0.0,01+,701.0,0.0
1663,20098,35000.0,SELF EMPLOYED,27.0,31.0,1.0,WOF,590.0,8.0
1664,21528,,,26.0,10.0,0.0,Non-Delnqt,758.0,0.0
1665,24185,,,25.0,9.0,1.0,WOF,548.0,3.0
1666,24131,,,,,,,,
1667,24193,,,,,,,,
1668,24198,,,41.0,4.0,0.0,,586.0,0.0
1669,24119,50001.0,SALARIED,27.0,4.0,0.0,Non-Delnqt,721.0,0.0
1670,24211,,,,,,,,
1671,24213,,,28.0,7.0,0.0,Non-Delnqt,755.0,0.0
1672,24215,,,,,,,,
1673,23877,,,,,,,,
1674,24227,,,,,,,,
1675,24233,,,,,,,,
1676,24200,,,,,,,,
1677,24250,,,,,,,,
1678,24259,15000.0,,24.0,15.0,0.0,Non-Delnqt,725.0,0.0
1679,24265,,,,,,,,
1680,24269,,,,,,,,
1681,24283,,,,,,,,
1682,24296,,,,,,,,
1683,24306,,,,,,,,
1684,24307,,,,,,,,
1685,24291,,,,,,,,
1686,24311,,,,,,,,
1687,24313,,,23.0,5.0,0.0,Non-Delnqt,755.0,0.0
1688,24314,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
1689,24315,,SALARIED,36.0,9.0,0.0,Non-Delnqt,746.0,0.0
1690,24317,,,51.0,2.0,0.0,Non-Delnqt,748.0,0.0
1691,24320,,,,,,,,
1692,13374,,,,,,,,
1693,24328,,,,,,,,
1694,24329,,,,,,,,
1695,24336,,,23.0,3.0,0.0,Non-Delnqt,728.0,0.0
1696,24118,,,24.0,3.0,1.0,WOF,568.0,2.0
1697,24334,,,,,,,,
1698,24333,,,,,,,,
1699,24341,,,,,,,,
1700,24343,,,,,,,,
1701,24345,,,,,,,,
1702,23540,25000.0,,42.0,4.0,0.0,Non-Delnqt,764.0,0.0
1703,24352,,,,,,,,
1704,24355,,,,,,,,
1705,24354,,,,,,,,
1706,24357,,,,,,,,
1707,24358,,,,,,,,
1708,24365,,,,,,,,
1709,24368,,SALARIED,30.0,1.0,0.0,Non-Delnqt,735.0,0.0
1710,24370,,,,,,,,
1711,24363,,,,,,,,
1712,24344,,,,,,,,
1713,23737,25000.0,,46.0,19.0,0.0,WOF,573.0,2.0
1714,24437,,,,,,,,
1715,24442,,,,,,,,
1716,24249,,,,,,,,
1717,24478,,,23.0,4.0,0.0,Non-Delnqt,755.0,0.0
1718,24485,,,27.0,1.0,0.0,Non-Delnqt,6.0,0.0
1719,23649,44800.0,,41.0,85.0,3.0,WOF,551.0,10.0
1720,24503,,,,,,,,
1721,24522,,,,,,,,
1722,24531,,,42.0,6.0,0.0,Non-Delnqt,748.0,0.0
1723,24535,,,,,,,,
1724,24538,,,,,,,,
1725,24540,,,,,,,,
1726,24550,,,,,,,,
1727,24552,,,,,,,,
1728,24425,,,,,,,,
1729,15609,,,,,,,,
1730,24584,,,,,,,,
1731,24594,10000.0,,26.0,4.0,1.0,WOF,705.0,1.0
1732,24599,,,,,,,,
1733,24600,,,,,,,,
1734,24607,,SELF EMPLOYED,27.0,14.0,0.0,30+,697.0,0.0
1735,24611,,,23.0,18.0,0.0,90+,637.0,1.0
1736,24613,,,,,,,,
1737,24614,,,,,,,,
1738,24627,60072.0,SALARIED,28.0,16.0,0.0,90+,627.0,1.0
1739,24631,,,,,,,,
1740,24635,,,,,,,,
1741,24636,,,23.0,19.0,0.0,30+,644.0,8.0
1742,24637,,,29.0,1.0,0.0,Non-Delnqt,761.0,0.0
1743,24639,,,23.0,2.0,0.0,30+,654.0,1.0
1744,24620,,,,,,,,
1745,24616,,,29.0,8.0,0.0,30+,724.0,0.0
1746,24660,,,,,,,,
1747,24663,,,24.0,1.0,0.0,60+,726.0,0.0
1748,24664,,,,,,,,
1749,24668,,,,,,,,
1750,24681,8000.0,,27.0,6.0,0.0,Non-Delnqt,724.0,0.0
1751,24644,,,,,,,,
1752,24700,,,,,,,,
1753,24683,,,,,,,,
1754,24704,,,26.0,1.0,0.0,60+,642.0,1.0
1755,24705,,,,,,,,
1756,24708,,,,,,,,
1757,24579,,,,,,,,
1758,24723,,,27.0,17.0,0.0,01+,715.0,0.0
1759,24608,,,,,,,,
1760,24659,,,27.0,7.0,0.0,Non-Delnqt,755.0,0.0
1761,24475,,,,,,,,
1762,24737,,SALARIED,41.0,5.0,0.0,Std,744.0,0.0
1763,24709,,,,,,,,
1764,24739,,,41.0,19.0,0.0,Non-Delnqt,726.0,0.0
1765,24743,51000.0,SELF EMPLOYED PROFESSIONAL,48.0,66.0,1.0,WOF,559.0,1.0
1766,24756,,,,,,,,
1767,24764,,,,,,,,
1768,24773,,,,,,,,
1769,24784,5500.0,SALARIED,30.0,7.0,1.0,WOF,690.0,1.0
1770,24821,,SALARIED,34.0,7.0,0.0,Std,719.0,0.0
1771,24822,,,,,,,,
1772,24871,,,19.0,5.0,0.0,01+,696.0,1.0
1773,24874,,,,,,,,
1774,24875,,,44.0,2.0,0.0,Non-Delnqt,755.0,0.0
1775,24703,15001.0,,20.0,1.0,0.0,Non-Delnqt,6.0,0.0
1776,24888,,,,,,,,
1777,24891,,,24.0,5.0,0.0,Dbt,696.0,1.0
1778,24896,,,32.0,8.0,0.0,Std,775.0,0.0
1779,24897,,,,,,,,
1780,24901,,,28.0,4.0,0.0,Non-Delnqt,725.0,0.0
1781,24910,,,,,,,,
1782,24915,,,,,,,,
1783,24918,,,,,,,,
1784,24922,,,,,,,,
1785,24925,,,,,,,,
1786,24959,,SALARIED,32.0,8.0,0.0,Non-Delnqt,721.0,0.0
1787,24944,,,,,,,,
1788,24981,,,,,,,,
1789,24982,26957.0,,37.0,246.0,12.0,WOF,590.0,55.0
1790,24984,,,,,,,,
1791,24994,,,,,,,,
1792,24911,,,,,,,,
1793,24848,,,,,,,,
1794,24996,20000.0,,52.0,33.0,0.0,60+,614.0,1.0
1795,25002,15000.0,,29.0,22.0,0.0,Non-Delnqt,721.0,0.0
1796,24309,,,,,,,,
1797,25005,,,,,,,,
1798,25009,,,,,,,,
1799,25014,,,,,,,,
1800,25017,,,20.0,3.0,0.0,Non-Delnqt,755.0,0.0
1801,25026,,,,,,,,
1802,25032,,,,,,,,
1803,25048,,,,,,,,
1804,25053,20000.0,,40.0,40.0,0.0,WOF,695.0,0.0
1805,25054,,,24.0,6.0,0.0,Std,715.0,0.0
1806,25057,,,37.0,19.0,0.0,30+,684.0,1.0
1807,25061,,,,,,,,
1808,25063,,,,,,,,
1809,25069,,,,,,,,
1810,25077,,,,,,,,
1811,25082,,,,,,,,
1812,25103,,,,,,,,
1813,25106,,,,,,,,
1814,25107,,,,,,,,
1815,23075,,,,,,,,
1816,25108,,,,,,,,
1817,25128,,,,,,,,
1818,25132,,,,,,,,
1819,25134,,,,,,,,
1820,24869,,,,,,,,
1821,25144,,,24.0,55.0,0.0,01+,728.0,0.0
1822,24902,,,21.0,59.0,0.0,Std,755.0,0.0
1823,25151,,,,,,,,
1824,25161,,,35.0,5.0,0.0,Non-Delnqt,758.0,0.0
1825,25168,,,,,,,,
1826,25180,404122.0,SALARIED,35.0,29.0,0.0,Non-Delnqt,726.0,0.0
1827,25172,,,20.0,1.0,0.0,Non-Delnqt,771.0,0.0
1828,25207,35000.0,,37.0,55.0,0.0,Non-Delnqt,719.0,0.0
1829,25215,,,,,,,,
1830,24846,24000.0,,29.0,107.0,7.0,WOF,605.0,6.0
1831,17819,,,,,,,,
1832,25262,,,,,,,,
1833,25265,,,,,,,,
1834,25254,38000.0,,22.0,3.0,0.0,Non-Delnqt,755.0,0.0
1835,25267,,,21.0,7.0,0.0,60+,637.0,2.0
1836,25268,,,23.0,3.0,0.0,Non-Delnqt,755.0,0.0
1837,24750,,,,,,,,
1838,25275,,,,,,,,
1839,25142,20000.0,,22.0,1.0,0.0,120+,590.0,1.0
1840,25281,,SALARIED,23.0,26.0,0.0,01+,724.0,0.0
1841,22988,,SALARIED,28.0,1.0,0.0,180+,570.0,0.0
1842,25290,,,,,,,,
1843,25292,1000000.0,,40.0,14.0,0.0,Non-Delnqt,722.0,0.0
1844,25152,,,,,,,,
1845,25318,,,,,,,,
1846,25319,,,,,,,,
1847,25335,,,,,,,,
1848,24093,,,20.0,3.0,0.0,Non-Delnqt,755.0,0.0
1849,25337,,,24.0,3.0,0.0,30+,737.0,0.0
1850,25341,,,,,,,,
1851,25330,,,,,,,,
1852,25345,,,,,,,,
1853,25350,,,23.0,1.0,0.0,Non-Delnqt,767.0,0.0
1854,25351,,,40.0,1.0,0.0,Std,705.0,0.0
1855,25357,,,24.0,13.0,0.0,01+,742.0,0.0
1856,25362,,,,,,,,
1857,25347,35000.0,,29.0,32.0,0.0,90+,528.0,2.0
1858,25373,,,,,,,,
1859,25376,,,,,,,,
1860,25379,,,,,,,,
1861,25378,,,29.0,5.0,0.0,Non-Delnqt,713.0,0.0
1862,25390,,,,,,,,
1863,25398,,,,,,,,
1864,25405,,,,,,,,
1865,25200,,,,,,,,
1866,25411,,,29.0,19.0,0.0,Non-Delnqt,758.0,0.0
1867,25428,,,20.0,2.0,0.0,Non-Delnqt,6.0,0.0
1868,25431,,,27.0,1.0,0.0,Sub,577.0,1.0
1869,25432,,,,,,,,
1870,25433,,,,,,,,
1871,25445,,,,,,,,
1872,23203,,,,,,,,
1873,25448,,SALARIED,46.0,8.0,0.0,30+,710.0,0.0
1874,25461,,,19.0,4.0,0.0,Non-Delnqt,755.0,0.0
1875,25452,50000.0,,26.0,11.0,0.0,01+,696.0,1.0
1876,25464,,,,,,,,
1877,25466,,,,,,,,
1878,16160,,,,,,,,
1879,25469,,,,,,,,
1880,25471,,,,,,,,
1881,25470,,,19.0,1.0,0.0,90+,644.0,0.0
1882,25473,,,,,,,,
1883,25474,,,,,,,,
1884,25476,,,,,,,,
1885,25478,,,,,,,,
1886,25480,,,,,,,,
1887,25483,,,,,,,,
1888,25491,,,,,,,,
1889,25496,,,,,,,,
1890,25507,,,25.0,1.0,0.0,120+,567.0,0.0
1891,25513,,,,,,,,
1892,25504,,,53.0,29.0,0.0,60+,701.0,0.0
1893,25567,100001.0,,37.0,3.0,0.0,Non-Delnqt,746.0,0.0
1894,25570,,,20.0,20.0,0.0,30+,632.0,6.0
1895,25581,12000.0,,25.0,15.0,0.0,01+,715.0,0.0
1896,25593,,,,,,,,
1897,25601,500000.0,,25.0,19.0,0.0,Std,755.0,0.0
1898,25606,,,,,,,,
1899,25604,360000.0,,52.0,10.0,0.0,Non-Delnqt,719.0,0.0
1900,25616,,,,,,,,
1901,25618,,,29.0,2.0,0.0,Non-Delnqt,728.0,0.0
1902,25623,,,29.0,1.0,0.0,Non-Delnqt,755.0,0.0
1903,25632,12000.0,,23.0,2.0,0.0,120+,646.0,1.0
1904,25638,1000.0,,24.0,50.0,0.0,01+,725.0,0.0
1905,25648,,,25.0,5.0,0.0,720+,614.0,2.0
1906,25597,,,,,,,,
1907,25482,,,24.0,16.0,0.0,Non-Delnqt,742.0,0.0
1908,25630,,,,,,,,
1909,25669,,,27.0,5.0,0.0,Non-Delnqt,725.0,0.0
1910,25670,100001.0,SELF EMPLOYED PROFESSIONAL,47.0,4.0,0.0,90+,617.0,1.0
1911,25671,,,,,,,,
1912,25685,,,19.0,8.0,0.0,Non-Delnqt,742.0,0.0
1913,25687,,,,,,,,
1914,25702,,,,,,,,
1915,25710,,,,,,,,
1916,25712,,,,,,,,
1917,25113,,,,,,,,
1918,25718,50000.0,,21.0,19.0,0.0,01+,721.0,0.0
1919,25720,,,24.0,1.0,0.0,Non-Delnqt,6.0,0.0
1920,25727,,,,,,,,
1921,25729,,,,,,,,
1922,25734,,,,,,,,
1923,25735,,,26.0,2.0,0.0,60+,642.0,1.0
1924,25740,30000.0,,31.0,28.0,0.0,540+,644.0,3.0
1925,25743,15001.0,,23.0,6.0,0.0,01+,728.0,0.0
1926,25745,,SALARIED,21.0,3.0,0.0,Non-Delnqt,810.0,0.0
1927,25761,,,,,,,,
1928,25764,,,,,,,,
1929,25766,,,,,,,,
1930,25777,,SALARIED,54.0,3.0,1.0,WOF,504.0,2.0
1931,25782,,,29.0,1.0,0.0,01+,754.0,0.0
1932,25785,,,23.0,30.0,0.0,540+,690.0,2.0
1933,25786,,,,,,,,
1934,23368,,,,,,,,
1935,25797,,,,,,,,
1936,25806,,,27.0,10.0,0.0,180+,674.0,0.0
1937,25809,,,,,,,,
1938,25810,,,,,,,,
1939,25818,,,,,,,,
1940,25826,,SALARIED,55.0,2.0,0.0,Non-Delnqt,723.0,0.0
1941,25829,,,27.0,3.0,0.0,Non-Delnqt,651.0,0.0
1942,25856,,,27.0,2.0,0.0,Std,782.0,0.0
1943,23243,,,23.0,9.0,0.0,30+,687.0,0.0
1944,25888,,,23.0,1.0,0.0,Non-Delnqt,755.0,0.0
1945,25947,,,24.0,4.0,0.0,Non-Delnqt,742.0,0.0
1946,25962,302400000.0,,30.0,8.0,0.0,Non-Delnqt,726.0,0.0
1947,25759,,,,,,,,
1948,25970,,,,,,,,
1949,25599,,,,,,,,
1950,25944,,,27.0,4.0,1.0,WOF,687.0,2.0
1951,25977,,,,,,,,
1952,25978,,,,,,,,
1953,25982,,,,,,,,
1954,25951,,,23.0,1.0,0.0,Non-Delnqt,6.0,0.0
1955,25993,,SALARIED,23.0,1.0,0.0,360+,552.0,1.0
1956,25985,,,,,,,,
1957,25999,,,,,,,,
1958,26004,,,,,,,,
1959,26012,,,26.0,11.0,0.0,Sub,633.0,3.0
1960,25958,,,,,,,,
1961,26037,,,,,,,,
1962,26041,,,,,,,,
1963,26050,,SELF EMPLOYED,50.0,7.0,0.0,Sub,536.0,1.0
1964,26062,,,,,,,,
1965,26070,,,,,,,,
1966,26075,,SALARIED,20.0,17.0,0.0,60+,669.0,0.0
1967,26078,,,23.0,2.0,0.0,Non-Delnqt,755.0,0.0
1968,26083,,,21.0,2.0,0.0,Non-Delnqt,755.0,0.0
1969,26086,,,,,,,,
1970,26087,,,,,,,,
1971,26099,,,,,,,,
1972,26107,,,,,,,,
1973,26026,,,,,,,,
1974,26118,,,,,,,,
1975,26123,,,,,,,,
1976,26127,,,,,,,,
1977,26130,50000.0,,35.0,11.0,0.0,540+,690.0,2.0
1978,26131,11000.0,,22.0,47.0,1.0,WOF,623.0,4.0
1979,26140,,,,,,,,
1980,26044,,,,,,,,
1981,26148,,,,,,,,
1982,26152,,,47.0,13.0,0.0,Non-Delnqt,723.0,0.0
1983,26133,,,,,,,,
1984,26159,63000.0,SALARIED,32.0,28.0,0.0,90+,558.0,2.0
1985,26161,,,30.0,2.0,1.0,WOF,664.0,1.0
1986,26166,20000.0,,25.0,27.0,0.0,180+,705.0,0.0
1987,25841,,,73.0,9.0,0.0,90+,640.0,1.0
1988,26177,,,,,,,,
1989,26178,,,,,,,,
1990,26185,,,,,,,,
1991,26235,636.0,,29.0,29.0,0.0,Spm,710.0,0.0
1992,26174,,,22.0,1.0,0.0,Non-Delnqt,6.0,0.0
1993,26196,20000.0,,32.0,56.0,1.0,360+,533.0,3.0
1994,25752,,,,,,,,
1995,26301,18400.0,,23.0,7.0,0.0,Dbt,575.0,3.0
1996,26323,6000.0,,26.0,8.0,0.0,Non-Delnqt,736.0,0.0
1997,26325,,,,,,,,
1998,26326,,,59.0,19.0,0.0,Non-Delnqt,687.0,2.0
1999,26331,,,36.0,4.0,0.0,180+,676.0,0.0
2000,26341,18000.0,,29.0,22.0,0.0,540+,534.0,4.0
2001,26349,,,,,,,,
2002,26357,350085.0,,33.0,3.0,0.0,60+,720.0,1.0
2003,26359,,,,,,,,
2004,26339,,,,,,,,
2005,26373,285714.0,,56.0,3.0,1.0,WOF,693.0,1.0
2006,26370,,,26.0,25.0,0.0,120+,541.0,6.0
2007,26399,335000.0,,33.0,15.0,0.0,01+,726.0,0.0
2008,26401,,,34.0,4.0,0.0,Non-Delnqt,726.0,0.0
2009,26386,,,,,,,,
2010,26412,,,,,,,,
2011,26413,,,,,,,,
2012,23608,15000.0,,40.0,2.0,0.0,Non-Delnqt,746.0,0.0
2013,26428,,,,,,,,
2014,25637,17000.0,SALARIED,26.0,3.0,0.0,Non-Delnqt,755.0,0.0
2015,26444,,,,,,,,
2016,26446,,,,,,,,
2017,26409,,,,,,,,
2018,26476,,,,,,,,
2019,26498,,,22.0,7.0,0.0,180+,588.0,3.0
2020,26500,,,29.0,3.0,0.0,60+,654.0,1.0
2021,26493,105000.0,,31.0,62.0,1.0,WOF,658.0,3.0
2022,26489,,,,,,,,
2023,26529,,,,,,,,
2024,26531,,,26.0,16.0,0.0,Std,718.0,0.0
2025,26544,,,19.0,3.0,0.0,Non-Delnqt,755.0,0.0
2026,25313,,,43.0,15.0,0.0,Std,722.0,0.0
2027,26620,,,,,,,,
2028,26621,750000000.0,,24.0,2.0,0.0,Non-Delnqt,6.0,0.0
2029,26625,,,,,,,,
2030,26628,,,,,,,,
2031,26635,,,,,,,,
2032,26637,12000.0,,27.0,31.0,0.0,30+,658.0,5.0
2033,26641,,,24.0,1.0,0.0,Non-Delnqt,723.0,0.0
2034,26657,60000.0,SELF EMPLOYED,25.0,17.0,0.0,Non-Delnqt,725.0,0.0
2035,26677,,,,,,,,
2036,25371,,,28.0,3.0,1.0,WOF,573.0,0.0
2037,26676,,SALARIED,45.0,2.0,0.0,Non-Delnqt,762.0,0.0
2038,26696,,,,,,,,
2039,26176,,,,,,,,
2040,26712,,,,,,,,
2041,26048,,,25.0,1.0,0.0,Non-Delnqt,757.0,0.0
2042,26715,,,,,,,,
2043,26717,,,,,,,,
2044,26723,,,,,,,,
2045,26725,,,,,,,,
2046,21268,,,24.0,6.0,0.0,Non-Delnqt,755.0,0.0
2047,26744,68000.0,,26.0,25.0,0.0,01+,737.0,0.0
2048,26762,,,,,,,,
2049,26778,,,,,,,,
2050,26780,,,47.0,38.0,3.0,WOF,559.0,3.0
2051,26783,,,,,,,,
2052,26784,,,26.0,6.0,0.0,Non-Delnqt,755.0,0.0
2053,25643,,,,,,,,
2054,26794,,,,,,,,
2055,26797,,,,,,,,
2056,26798,,,,,,,,
2057,26801,,,,,,,,
2058,26806,,,,,,,,
2059,26811,,,,,,,,
2060,26814,,,,,,,,
2061,26818,,,,,,,,
2062,26820,,,,,,,,
2063,26822,,SALARIED,25.0,2.0,0.0,Non-Delnqt,726.0,0.0
2064,26824,,,,,,,,
2065,26826,,,27.0,1.0,0.0,Non-Delnqt,794.0,0.0
2066,26827,,,,,,,,
2067,25249,,SELF EMPLOYED,36.0,5.0,0.0,Std,726.0,0.0
2068,26829,,,,,,,,
2069,26834,,,,,,,,
2070,26835,,,,,,,,
2071,26838,,,,,,,,
2072,26844,,,,,,,,
2073,26855,,,22.0,20.0,0.0,Std,755.0,0.0
2074,26858,,,,,,,,
2075,26866,,,,,,,,
2076,26878,,,,,,,,
2077,26884,,,,,,,,
2078,23885,45000.0,,28.0,75.0,5.0,WOF,533.0,35.0
2079,26892,,,,,,,,
2080,26979,,SALARIED,36.0,5.0,0.0,Std,787.0,0.0
2081,26985,,,,,,,,
2082,26986,,,28.0,22.0,0.0,01+,673.0,1.0
2083,26997,,,,,,,,
2084,27000,14000.0,SALARIED,26.0,27.0,0.0,01+,705.0,0.0
2085,27002,,,,,,,,
2086,27004,,,24.0,98.0,0.0,01+,658.0,7.0
2087,26158,,,,,,,,
2088,27015,,,,,,,,
2089,27017,,,25.0,1.0,0.0,Non-Delnqt,6.0,0.0
2090,27025,,,23.0,1.0,0.0,01+,765.0,0.0
2091,26984,,,,,,,,
2092,27032,,,23.0,3.0,0.0,Std,755.0,0.0
2093,18344,,,,,,,,
2094,27045,,,,,,,,
2095,27047,,,,,,,,
2096,27048,,,,,,,,
2097,27050,,,,,,,,
2098,27051,,,22.0,2.0,0.0,Std,728.0,0.0
2099,27065,,,23.0,1.0,0.0,Non-Delnqt,6.0,0.0
2100,27074,45000.0,,43.0,7.0,1.0,WOF,664.0,0.0
2101,27087,,,,,,,,
2102,27091,,,27.0,4.0,0.0,30+,1.0,1.0
2103,25979,,,,,,,,
2104,27093,50000.0,SALARIED,24.0,139.0,0.0,120+,700.0,0.0
2105,27104,,,20.0,1.0,0.0,Non-Delnqt,755.0,0.0
2106,27106,,,33.0,1.0,0.0,Std,642.0,0.0
2107,27116,,,,,,,,
2108,27120,,,,,,,,
2109,27121,,,25.0,1.0,0.0,30+,721.0,0.0
2110,27129,,,,,,,,
2111,27136,,,,,,,,
2112,27145,,,,,,,,
2113,27147,,,,,,,,
2114,27156,,,,,,,,
2115,27158,,,,,,,,
2116,27162,,,,,,,,
2117,27163,,,,,,,,
2118,27160,,,,,,,,
2119,27167,,SALARIED,27.0,1.0,0.0,60+,726.0,0.0
2120,27177,,SALARIED,36.0,12.0,0.0,01+,726.0,0.0
2121,27180,,,,,,,,
2122,27187,,,,,,,,
2123,27174,,,,,,,,
2124,27191,391176.0,,36.0,30.0,0.0,WOF,664.0,0.0
2125,27193,,,,,,,,
2126,27197,,,19.0,1.0,0.0,Non-Delnqt,755.0,0.0
2127,27114,,,23.0,2.0,0.0,Non-Delnqt,755.0,0.0
2128,27202,,,,,,,,
2129,26296,,,,,,,,
2130,27208,,,,,,,,
2131,27212,1000000.0,,39.0,6.0,0.0,30+,705.0,0.0
2132,27216,,,36.0,1.0,0.0,Non-Delnqt,722.0,0.0
2133,27220,,,,,,,,
2134,27232,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
2135,27233,,,24.0,6.0,0.0,30+,687.0,1.0
2136,27236,,,,,,,,
2137,27237,,,,,,,,
2138,27241,,,,,,,,
2139,27203,,,,,,,,
2140,27242,,,,,,,,
2141,27250,,,,,,,,
2142,27262,,,19.0,1.0,0.0,Non-Delnqt,755.0,1.0
2143,27263,,,,,,,,
2144,27272,15001.0,,20.0,2.0,0.0,Non-Delnqt,755.0,0.0
2145,27292,,,23.0,2.0,0.0,Non-Delnqt,741.0,0.0
2146,27322,,,,,,,,
2147,27259,15000.0,,26.0,163.0,2.0,WOF,559.0,22.0
2148,27342,15000.0,,19.0,3.0,0.0,Non-Delnqt,755.0,0.0
2149,27352,,,,,,,,
2150,27360,,,,,,,,
2151,27362,,,,,,,,
2152,27369,,,,,,,,
2153,27373,,,,,,,,
2154,23748,,,,,,,,
2155,27376,20000.0,SALARIED,27.0,7.0,0.0,Non-Delnqt,715.0,0.0
2156,27385,,,25.0,15.0,0.0,Non-Delnqt,697.0,0.0
2157,27386,,,,,,,,
2158,27391,,,,,,,,
2159,27395,50000.0,SELF EMPLOYED,27.0,34.0,0.0,01+,742.0,0.0
2160,27403,,,,,,,,
2161,27409,,,,,,,,
2162,27412,,,,,,,,
2163,27401,,,21.0,2.0,0.0,Non-Delnqt,755.0,0.0
2164,27428,,,,,,,,
2165,27439,,,,,,,,
2166,27441,40000.0,SALARIED,25.0,22.0,1.0,WOF,653.0,0.0
2167,27464,,,28.0,3.0,0.0,180+,607.0,0.0
2168,27468,121378000.0,,28.0,26.0,0.0,01+,662.0,0.0
2169,27473,723204.0,,33.0,7.0,0.0,Std,647.0,1.0
2170,27474,,,,,,,,
2171,27483,,,20.0,2.0,0.0,Non-Delnqt,754.0,0.0
2172,27484,,,,,,,,
2173,27491,33373.0,,26.0,49.0,0.0,Set,548.0,15.0
2174,27493,,,21.0,3.0,1.0,WOF,701.0,2.0
2175,27494,,,,,,,,
2176,27499,,,,,,,,
2177,27505,,,,,,,,
2178,21200,,,,,,,,
2179,27512,,,,,,,,
2180,27513,12000.0,,28.0,8.0,0.0,Non-Delnqt,710.0,0.0
2181,27514,,,,,,,,
2182,27522,,,,,,,,
